index,genre,popularity,duration_ms,acousticness,positiveness,danceability,loudness,energy,liveness,speechiness,instrumentalness,tempo,region
17,10,30,118679,0.3894578579516803,0.7296803671485572,0.7974526373540658,-9.313132283496742,0.4669116962567363,0.2064171748846262,0.2631743712247386,0.1281997767282659,97-120,region_I
18,8,60,228188,0.3515509616521587,0.5693511115997605,0.7696139595315121,-5.517741802100828,0.5410358927469266,0.2179266887562137,0.1170910221325254,0.189259810266834,121-152,region_K
19,8,21,142680,0.9260844185555768,0.4860497557706,0.5884953157417218,-6.325961400154784,0.2911766153402913,0.1809005145267612,0.1831359122714206,0.1514669709175846,77-96,region_E
20,0,80,224101,0.1901274077802917,0.9407270800575964,0.5624675839991071,-7.495050017886645,0.6069226202351715,0.1558463908199617,0.2324374228121679,0.1937214425569496,97-120,region_T
21,10,18,358238,0.1171861828468997,0.2031836935745143,0.2974635418595722,-5.6994896098942665,0.7689249448831644,0.4181634515038693,0.160174304983324,0.1333633257104399,97-120,region_E
22,10,46,173294,0.1543535994610479,0.8195469645565876,0.6016936242398714,-4.89671600262492,0.8217417983974802,0.2277538017037488,0.1357667671983077,0.4806574042020569,121-152,region_C
23,10,17,310095,0.1793103166684537,0.2130474407617582,0.3329714635773041,-7.781893831147905,0.6027990999609624,0.2340006701709123,0.1556030465655085,0.201960198295869,153-176,region_E
24,1,23,261532,0.0873264255003487,0.5559606232139842,0.4621581441596103,-8.955392146668947,0.872043907593991,0.304540919922465,0.2037177812447046,0.3861274780581396,121-152,region_E
25,8,41,246532,0.3718726902414739,0.3799714720170323,0.6551073616206197,-2.0374824823512947,0.6375025915333643,0.2593728591723773,0.1935851191731388,0.1539796450646521,121-152,region_B
26,10,32,453666,0.1308307266488083,0.1354575994489604,0.4339698722672495,-3.698313998556263,0.8876499994189114,0.3172597227564675,0.2048141825769234,0.0875213201437456,177-192,region_B
27,8,43,126932,0.1061054725636187,0.6876959155878747,0.4821612151434865,-4.924308698376456,0.9017607031041532,0.4292821140841391,0.1773923734686927,0.3858776224434658,97-120,region_B
28,8,60,311477,0.3144493869725627,0.7033198743262838,0.3966733085723474,-4.238521852856579,0.8074335546609908,0.132537488647333,0.2421332906403628,0.2059937143747192,97-120,region_B
29,5,44,218133,0.271257430206749,0.4945858181602327,0.8211538634005588,-9.891160766097954,0.5329000506452487,0.1226110348379174,0.1888984399669403,0.4361973540479832,97-120,region_P
30,5,44,227372,0.3746483628142422,0.8325669623996802,0.7261949152870405,-2.212581080569185,0.7462959043856495,0.1887613609463978,0.1516832125423851,0.1593888172929144,97-120,region_P
31,8,31,240570,0.4109643914548028,0.0982355179629815,0.3009051119256498,-22.15113633246316,0.3242728158939022,0.2549113372330552,0.2027187354703678,0.6277986597511721,193-208,region_I
32,10,43,273491,0.7254497542200974,0.1980703177803904,0.5007149813014523,-9.658863965240291,0.3233329453355645,0.1650968155120461,0.1773481363603254,0.1306467721228447,97-120,region_O
33,8,64,212958,0.1626060706939578,0.5650414152259662,0.2106897401920441,-2.916809440437452,0.5926908638880171,0.2110821747592328,0.151843479347401,0.2340179046641562,77-96,region_E
34,8,64,214958,0.1680248839024279,0.7723030584018458,0.7429601493653315,-7.589023552525832,0.6918281466179098,0.239438164606538,0.1105091837258263,0.1898775740683962,121-152,region_K
35,1,66,206728,0.5308492171899603,0.4727525837065325,0.6479922402613606,-10.945617031938744,0.5440647403328719,0.1445914254326386,0.2362424633289394,0.2295678319386481,97-120,region_D
36,8,52,315867,0.3576222088059573,0.3805152569060347,0.4916095834531878,-5.592551765332056,0.5738192070403335,0.1503748982705405,0.1820085695880575,0.0993810596578247,121-152,region_E
37,10,23,195322,0.1562478855661364,0.2807469899630131,0.4512510164268605,0.0,0.822785777461911,0.368309249422599,0.134318789830558,0.1922298565025653,121-152,region_I
38,5,60,188467,0.6759670789377082,0.821406906559879,0.6492370360407853,-9.536264612723626,0.6487084455791868,0.9102317318731832,0.2352793705118473,0.1695366626091363,97-120,unknown
39,8,53,308957,0.1506866187481411,0.2948947088462527,0.5231265005170316,-5.528452396935302,0.5182501879188275,0.1423254071458824,0.0886806207943849,0.1915038172834394,121-152,region_E
40,8,64,225559,0.6256055489703177,0.5253343851875693,0.6174734231695098,-1.9376107480875648,0.5945976796820028,0.1389796809732016,0.2394278221611232,0.1824703486554684,97-120,region_E
41,10,18,247439,0.1642302169774177,0.2283783474360764,0.4556748728747952,-7.71987834745761,0.651215833626022,0.2451313127616545,0.183328271085017,0.2000621963740288,153-176,region_E
42,10,8,223448,0.154485674463692,0.7399125943022158,0.6210161707862283,-6.062767911314172,0.6958720329097325,0.2620263358574409,0.1721973613968204,0.1810299688111391,121-152,region_P
43,5,24,342790,0.1337193279944235,0.6002277876199221,0.3631778005219017,-2.247473266437333,0.8135747160794203,0.3707792744333237,0.284938757401833,0.2071235643251819,121-152,unknown
44,10,47,201014,0.1364695491996399,0.8290310831026997,0.6556223665999581,-3.4484209911734736,0.7733132429848119,0.147734367736239,0.2536789257870241,0.1479401124186037,177-192,region_C
45,9,64,232865,0.7679918187891894,0.3226636507990273,0.6942710054374198,-9.833140750169465,0.4040705106242822,0.2150747339645516,0.1531950412870464,0.2136123219059172,121-152,region_P
46,10,18,170641,0.1026744091553414,0.5996436789132136,0.5539230800667531,-5.847305849016083,0.7256125376356827,0.2220181799562803,0.0924716936238201,0.2349652794973565,77-96,region_F
47,10,9,204667,0.1099964177655184,0.140034038915666,0.1567244053385217,-0.7246460249560873,0.8749058636357898,0.1258546308833042,0.277136303260401,0.774198200118882,64-76,region_H
48,10,53,268133,0.1468469652424199,0.933486437848516,0.5210567214379246,-4.097585209834776,0.8296805984167825,0.3344542571942107,0.1431907259453612,0.1322356301239358,121-152,region_H
49,6,19,210198,0.2490934698653289,0.02608934018527,0.417269125037414,-4.678603505338977,0.4258523158283007,0.2086633855667676,0.1356900375068862,0.1614248104578349,77-96,region_E
50,10,35,228803,0.0963338698055471,0.2641601035212125,0.4605135655343855,-3.218439166834432,0.9415668037424436,0.2223411103405061,0.1569358609789853,0.1113097531539982,97-120,region_P
51,8,59,244146,0.3547254425054152,0.2252931549937515,0.4360457953454148,-7.578566245491893,0.507994120134309,0.1523822147435578,0.2016925564404711,0.1381362492790643,121-152,region_F
52,8,54,228012,0.1877455180245446,0.4221089730682297,0.5722676231229468,-8.458045459673599,0.5765438958978503,0.1639796472279088,0.3027443170988871,0.0561729636440502,121-152,region_I
53,8,66,195198,0.3821636455435544,0.1845373441744527,0.3266962106240394,-14.177354104235633,0.266714632186083,0.2371947956196468,0.2726432324709799,0.1416424277239273,97-120,region_J
54,8,51,316548,0.312507683591635,0.3192354501090491,0.5334427980994969,-3.5232185259941167,0.7690178519153335,0.4367886521688471,0.1316740329808634,0.1937183236830949,121-152,region_E
55,3,79,215110,0.2051267450482973,0.4997344925703942,0.5464319155032304,-2.0024270931907275,0.7325764556495414,0.2512266396361202,0.4965514623136635,0.1887874221398844,121-152,region_E
56,10,78,239052,0.1232637302500775,0.3482900780195574,0.4030135878044176,-10.187960283178052,0.6599557739579966,0.2407032657728052,0.14266756578153,0.2124505464722973,97-120,unknown
57,10,34,311987,0.5125059533184225,0.5170661555318956,0.5238866726601988,-8.109235978112308,0.7929842543257527,0.8779743949192285,0.2714528333593142,0.1093064817614491,97-120,region_E
58,8,22,301708,0.4041914522990945,0.3749780201056775,0.5592471542000519,-14.639342634029232,0.5330645226051991,0.0808334471938657,0.2086386371295834,0.1297150569299211,121-152,region_K
59,10,52,278734,0.0915371793957161,0.8695600062641893,0.5808581291193977,-4.607337992031409,0.8314294623342218,0.1089800944488195,0.1257850115960191,0.1700009274892358,121-152,region_P
60,10,50,253134,0.1175632033735619,0.4000854738136946,0.4681147740203404,-9.348135196856427,0.6342329074918331,0.2126107877852867,0.138913266157511,0.205014901026025,77-96,region_H
61,7,19,216872,0.8657628257975976,0.3954479482579518,0.4797262693800995,-17.708027010059936,0.1401331449566214,0.2331594625545839,0.225085307728161,0.1788622514003226,121-152,region_E
62,7,38,290091,0.5838121652051452,0.6881242922260937,0.6186414485538255,-9.851518288091036,0.4802100187426325,0.2891270197598098,0.1672431717731609,0.127126338773823,121-152,region_E
63,10,35,224559,0.0695383187030977,0.4479820717792988,0.483192871638821,-6.511597902395183,0.7889915531221494,0.3315744707144173,0.2254201654029172,0.1218028784498842,97-120,region_P
64,7,46,207199,0.7435398891289099,0.9547765361435412,0.5495122558918965,-9.505600309001256,0.4827064975389652,0.1169032985181857,0.1194913183778046,0.1186060265086506,177-192,region_T
65,2,51,316027,0.4208807047577519,0.0873776775585779,0.3366152274752662,-8.843566805535357,0.4408341760551676,0.2777707369140487,0.1576579618366737,0.124401544627979,77-96,region_T
66,8,52,329306,0.1147817994774472,0.2936152372123644,0.4407658174351042,-8.440649506233047,0.5279256592709931,0.1627659178123356,0.2274823955499754,0.176453674732036,77-96,region_E
67,5,41,277147,0.2231416817362187,0.6354790909696667,0.7608145547933738,-8.59389551390362,0.5890936280915424,0.1417026338611476,0.076716043636563,0.2006393958543932,97-120,region_L
68,7,46,155224,0.7860076287177595,0.6658490676517208,0.634086420209392,-12.358178001033387,0.2774334004594631,0.4068015504006403,0.2309443432295144,0.2053442799608849,97-120,region_T
69,5,38,227359,0.8336427533653054,0.227150255531175,0.3398380159879644,-17.846914144449755,0.2084315939261532,0.3881495935862063,0.1958269717035552,0.1380994152210772,97-120,region_I
70,4,49,207651,0.8677355544279592,0.4740335898842137,0.6356639709788046,-13.624212798475163,0.4016221342292685,0.1681717907201548,0.1530754938438091,0.2760405004929339,97-120,region_P
71,10,53,229226,0.1847851908416839,0.7846095517442166,0.7668097742205525,-7.49156057190909,0.4523885982063589,0.4084344199354693,0.1395759602880854,0.1812387122346049,121-152,region_E
72,1,25,231531,0.0985223789384523,0.4807774820779324,0.4785254088204022,-4.542863776389032,0.7798692011481554,0.2429903982023279,0.2637803146725,0.1165817409374469,153-176,region_F
73,6,39,198066,0.5836656755382484,0.7957710584020966,0.6415075294339874,-4.031200871740995,0.7233580609629976,0.1992458385081183,0.1367684641926215,0.18143322467248,153-176,region_T
74,3,47,231169,0.5444602336510608,0.6915795475800302,0.7487412603909329,-13.648990588921414,0.4365820682642857,0.1985879734754732,0.6095534338815143,0.1230379491746585,97-120,region_E
75,10,48,115810,0.8942530887594082,0.3450962462492978,0.6334291995177408,-4.94869002095888,0.3060952064537952,0.2668704807032364,0.1710141415340968,0.1709419832171942,121-152,region_C
76,10,41,234468,0.133708347520769,0.5544655078951859,0.395268199255072,-6.021826169353476,0.8691812321729351,0.1665777957867157,0.2102216576937883,0.7979573293738187,77-96,region_P
77,4,52,208562,0.8213978608277,0.434429601928478,0.4689950558415941,-10.350711648958344,0.3597153574391789,0.2810204646695391,0.296206602758072,0.1753625210924392,121-152,region_P
78,1,68,234359,0.1980432311657216,0.7416961547802815,0.7329642557106213,-4.493780167847019,0.7481486848101803,0.5032617079458208,0.126700044374925,0.157054107009679,121-152,region_D
79,10,47,227762,0.2427134631751547,0.7520600246981479,0.8828797626221317,-7.6289905662118525,0.5781985628332355,0.1737680175771274,0.1796018007854543,0.1900905074880142,121-152,region_I
80,7,23,341321,0.8174177099526951,0.1970100937912791,0.4293073599259125,-9.387659576234686,0.393236035401687,0.2172381314912999,0.2121989364663666,0.1929272186064071,153-176,unknown
81,8,48,221999,0.7747514698088818,0.2472349274570636,0.5927251848456293,-6.462864108035051,0.4263561684166166,0.2529721192647894,0.1360647887002235,0.1622516095561825,97-120,unknown
82,8,57,261801,0.0924812898876359,0.2378947847054129,0.197229105267246,-8.08249458530474,0.5530217619807097,0.4958460354564452,0.2541913971891524,0.2069008101377818,121-152,region_I
83,8,43,249827,0.615431094778933,0.2142989725041662,0.5255927159349131,-9.728619167481682,0.427055146337178,0.0828133984611844,0.1440655798723099,0.1623662243118632,121-152,region_E
84,10,40,195279,0.6229891583077506,0.8035908721804196,0.5738987645506247,-7.225181551365919,0.7044621217596907,0.2855419780495408,0.210644874676489,0.1251452574896684,97-120,region_K
85,8,61,237559,0.4478602080307187,0.3955656663696737,0.5300037584798392,-5.882023531015282,0.7338078726652814,0.1923973523464433,0.2052350356975104,0.1940347797237066,121-152,region_F
86,2,50,295159,0.6844082692630179,0.1113395958036571,0.3591451456137955,-13.12651251873356,0.2552337771879369,0.1570895536344134,0.1951846511501687,0.5691243593422229,77-96,region_H
87,8,44,350295,0.0977508999038661,0.386778479070419,0.5924713832542258,-5.547791884414408,0.7247022337274481,0.1716008405873277,0.1806948520447039,0.1924580286486755,121-152,region_K
88,8,47,210428,0.2926315831331159,0.5454862450254844,0.6517186620055643,-13.866636883475705,0.532255192167493,0.5883875757370157,0.3554693046929513,0.1577120886249303,97-120,region_E
89,7,22,151330,0.9255588466154496,0.3416092069376032,0.3178969199082678,-17.954860668308065,0.1085402508540123,0.300555506842167,0.199155981321237,0.2227243044848566,153-176,region_H
90,7,39,265771,0.2221634328612379,0.5993641840573267,0.6642760223328589,-11.778967161289524,0.4838713097196772,0.1099114214296798,0.1432273589140505,0.1420424888406188,121-152,region_E
91,3,77,214922,0.2844195237021745,0.4144869853365128,0.8307518202302192,-2.9255822324641443,0.7142930930235505,0.1923677748046461,0.3673772801539716,0.2825579219084717,97-120,region_E
92,8,51,307360,0.4207548213513634,0.0074385907729888,0.3349153448836146,-13.72638096475488,0.1828856008459629,0.196693676445963,0.2113508189493388,0.1503081576873702,97-120,region_E
93,8,21,451493,0.0891945308470451,0.1974735060759431,0.4388829949324667,-8.363920185603362,0.5655346659280415,0.2384569605115375,0.1770905358831869,0.4284477167194602,121-152,region_B
94,9,64,222068,0.5667663491370534,0.3862644493247896,0.6005186637234469,-4.399603331776673,0.4535004383087579,0.221414214875368,0.21859727553188,0.1990930051681213,64-76,region_P
95,10,20,218811,0.1584340672339668,0.2545736961318598,0.4404095844576439,-7.397013094836835,0.7095474054962182,0.2852061571281598,0.1573299570404015,0.320575042210602,121-152,region_E
96,2,57,248998,0.7659978107666194,0.089165587900769,0.5436075184908064,-6.446220406203746,0.2923990130584449,0.2028443108194394,0.2477738233299449,0.1998856050682085,121-152,region_B
97,10,75,208184,0.1397269295013679,0.3583341000543396,0.3922880902985938,-2.6033612160564346,0.6707893683141587,0.0763808358926484,0.2463818993705143,0.2441097116653175,121-152,region_D
98,1,50,249319,0.453094949557989,0.1496898191159193,0.5073777457874057,-8.104080746066092,0.5192397100394596,0.1258890078818562,0.0881031026286235,0.0845522457335136,121-152,unknown
99,1,22,305174,0.1133132025140538,0.5831867468671635,0.6421918419974264,-8.806979493354401,0.6431224782640549,0.1048643213484401,0.1021601503447496,0.1463658305340734,121-152,unknown
100,5,42,244696,0.6698583955412039,0.7167073467146943,0.5908596177592086,-8.565919298989142,0.5586830895926662,0.3003621447913535,0.1452595906259549,0.199252409119039,97-120,region_O
101,3,43,380961,0.3711212799234162,0.3405671994899775,0.3344911596688112,-5.72089101758969,0.532052099804611,0.8054140334754448,0.2280467208592887,0.0986870463765265,177-192,region_F
102,8,53,314187,0.1261603331448617,0.7948522724424675,0.4769920901020456,-4.3417705730221865,0.7397360426250053,0.5330350314524662,0.1573706285911556,0.1427761770478543,97-120,region_E
103,10,50,244803,0.1355033163777776,0.747205343467604,0.6522922921878064,-5.429031609701348,0.8299829590069356,0.3343305406110003,0.1290305494287593,0.1152056076635029,121-152,region_P
104,10,61,199598,0.1320798765556322,0.5513153985543029,0.5215869573010502,-4.250809394172698,0.7425255018262263,0.3967133240126077,0.1880122806548408,0.1927679235234956,121-152,region_K
105,7,45,159464,0.6830256388740377,0.2937770946831167,0.2705104151330199,-9.164849385716163,0.4659181065770891,0.149967789534018,0.1101973671188521,0.2413251696355097,121-152,region_F
106,8,51,195003,0.4985064205608787,0.3491328189391672,0.4464398453634828,-8.29688509871795,0.5090175515172675,0.1910884198797496,0.1593679831019657,0.1778159543187755,121-152,region_E
107,10,64,197741,0.8426232709587396,0.1722967070352768,0.3557968800339828,-14.73545536574457,0.2819563422998766,0.3755427719696884,0.1781632047730533,0.1366644441264062,77-96,region_S
108,10,40,188892,0.1848674469987596,0.3421677541866464,0.4935619678455676,-4.061833486491368,0.8161052311668211,0.1653416332675328,0.1547741296805674,0.1715756766833897,121-152,region_F
109,8,49,202532,0.273007423512751,0.5346490556197072,0.6517907418264217,-7.020238118714831,0.520898392809078,0.1598976634921043,0.1466784632098316,0.1963704798168707,77-96,region_P
110,8,1,267828,0.1089608502662885,0.3000228712049441,0.6134487306198921,-10.849601880281844,0.4730697521925473,0.2173561244523343,0.1176672410948853,0.1312545993799755,121-152,region_L
111,10,23,282191,0.7125664559239713,0.6459945939294895,0.3697335294111477,-4.27119089090979,0.5843299512004598,0.2442826412980343,0.2032025539229515,0.1281082695320552,153-176,region_B
112,3,43,217326,0.4736958013455472,0.4329190108301345,0.5433670813279659,-6.713182885272036,0.7967355066436131,0.2063019518077059,0.2319328386615067,0.176359272606547,77-96,region_L
113,3,51,334160,0.2163881712150943,0.860503716364314,0.628936735491709,-9.363741486378917,0.705330439082091,0.8157438284391091,0.5970519857426739,0.1792354499897779,177-192,region_I
114,5,25,330401,0.9054832194456908,0.2285613425538362,0.0667736962763015,-15.825487011056865,0.2696476635458946,0.2183743599857391,0.2311507461598115,0.9013443764286996,121-152,region_D
115,7,42,204386,0.4671912015006907,0.6415179468174285,0.6620508827174295,-12.702092804967146,0.3890802243550747,0.3171304687778456,0.1913481609630971,0.1153155905421479,77-96,region_I
116,10,28,185206,0.0888457981395051,0.3675141629804957,0.4916382288139134,-5.028262314363316,0.814629820689327,0.2204367335542683,0.1576099633412808,0.218558240267123,77-96,region_P
117,10,18,257002,0.1555177590607623,0.1299275857981301,0.1905647252659375,-4.799474164480666,0.828244077760545,0.2601684316399851,0.2491588883575307,0.1060838142039685,121-152,region_E
118,5,45,190934,0.4783530708023515,0.8929059885213054,0.716719908213851,-3.995103437180399,0.7169091205387149,0.2000825080476542,0.2475027790824403,0.090186487329716,97-120,unknown
119,8,49,283827,0.5420552125862402,0.5741695684321795,0.2686056711250091,-1.0392526805665665,0.6180988950713582,0.4474230290155053,0.2036315306608555,0.2197014851599406,153-176,region_D
120,8,38,246228,0.3946067690222598,0.5082958851735406,0.3978992888312889,-10.384229284539227,0.5425362115022824,0.1336903029171343,0.1257405629947657,0.1387630160088843,77-96,region_K
121,10,14,222891,0.1031965886244682,0.4701829518991877,0.4735953334290214,-8.336415475794531,0.8239573992084097,0.2847269083304276,0.2441366783739579,0.1339310367999114,97-120,region_I
122,3,56,185002,0.1315266911881001,0.6727854780115402,0.6144021697442712,-4.117121109112531,0.7032345454809542,0.4439037726990827,0.1456436840087181,0.1988933870768512,97-120,region_F
123,10,56,150454,0.1940606691409447,0.5745564895458433,0.6895648173853237,-4.864167315016792,0.5955730570397708,0.2538106727032612,0.1019602427579815,0.1272607322274178,77-96,region_E
124,10,56,346403,0.1672896777486268,0.2597229252024537,0.3791320345300379,-6.620680086537763,0.6511744971883574,0.1345588589414995,0.2205029738280119,0.2596447232181668,121-152,region_E
125,8,20,279027,0.5781765397248898,0.5763216757861034,0.6056782520824615,-6.144599191978948,0.6100780970281319,0.149215089571374,0.1788055533324187,0.1487287422017323,77-96,region_F
126,7,32,158309,0.2543464312462424,0.7035930960117365,0.5733577678684166,-9.843691010929543,0.8774925986440778,0.3618812539992032,0.1466963964886099,0.1916682800065339,121-152,region_I
127,3,56,180490,0.4491909141808266,0.8097361261709097,0.776537179869326,-3.889227252432861,0.7047160315209687,0.1770835633503923,0.3965603368162456,0.1633154883488464,77-96,region_T
128,1,42,202390,0.1826317197157172,0.7151067690797684,0.550644264871851,-4.157619549024722,0.8529264882170668,0.7460484040435962,0.2053474231128282,0.280555227762102,177-192,region_H
129,6,22,267869,0.170972664189681,0.1647184878539402,0.6309599158379411,-9.00820020521639,0.5751030168410063,0.1039543153878285,0.173397971756588,0.2901913260691688,97-120,region_E
130,10,43,233360,0.6704297801215662,0.3639775311523878,0.4277244492112327,-8.56051378153755,0.3004370018791625,0.2464405474815296,0.0910899550824449,0.2000504231709346,77-96,region_O
131,5,41,233758,0.294118402547547,0.1609261642549893,0.3639275031232197,-6.406939341303525,0.4350968342072819,0.2684605856692363,0.15756796946374,0.212756470436016,121-152,region_I
132,3,59,199586,0.1036833403204008,0.5912531601739296,0.5163804842850457,-1.8011423208600217,0.7641687103439844,0.1497455335296281,0.2094967290354544,0.1857785791851256,121-152,region_I
133,10,30,311571,0.1837396652941502,0.8533736570480918,0.6490230612607054,-10.510531835427326,0.5790814924153507,0.3567670936116998,0.1722787748760269,0.1345295468287642,97-120,region_E
134,10,28,167797,0.0619232377242779,0.5034756479912523,0.6289400434640742,-5.5477913691386185,0.9378237156134666,0.3024779475171259,0.3501239688600721,0.2249865207473239,77-96,region_I
135,10,42,218531,0.217588274568452,0.5582850761528689,0.6658021223866754,-8.446526229386887,0.611918594293316,0.2756303457728146,0.161421566693802,0.1330700632787808,121-152,unknown
136,8,16,233001,0.1063599615229202,0.4991555036648606,0.6059529764892168,-6.683122161197972,0.7370987565042908,0.403830355389615,0.1736044055638767,0.1961830557671056,77-96,region_S
137,3,46,202002,0.6692157172359336,0.5773003633215159,0.5061456218427564,-5.228297410150057,0.7052464738351842,0.3814710722123748,0.4427073495297027,0.1736671586715387,177-192,region_I
138,3,56,192451,0.100125610271267,0.69150662201412,0.686885262723128,-1.3539813919040116,0.6442425113121498,0.1440672909222728,0.201129236661954,0.1105028379616715,121-152,region_I
139,10,38,269681,0.4618337246297314,0.533794183968145,0.482528059823142,-6.679774689021809,0.7860733863374052,0.1820163910659313,0.1908224821775445,0.0971450878470783,97-120,region_I
140,8,24,275666,0.2740156929878107,0.6048844616358839,0.5773056291950047,-5.742629650520762,0.695807719552725,0.2953648253767151,0.1806201944294146,0.1587560754733469,121-152,region_I
141,10,20,699917,0.1514582681267103,0.0628050345695001,0.2603247779777636,-5.94671153347293,0.6030594902416442,0.2036106644853723,0.1827229324739031,0.1421610855697286,121-152,region_B
142,7,40,236797,0.0978942851560225,0.6849162622195997,0.533896027659853,-6.36593675688084,0.6863465897205634,0.1145415882946939,0.2087160833675423,0.0749463662290048,121-152,region_I
143,7,54,222320,0.8359665570247109,0.2113436826111957,0.3341398512358342,-6.704836921503795,0.260406338141651,0.5479096604876592,0.123520901017278,0.1432209595913479,64-76,region_I
144,10,39,232804,0.2910443944313798,0.6621420348477992,0.6820567645689621,-4.4717679981557605,0.7266915387613813,0.130575279082557,0.097356995887007,0.1195781104923327,121-152,region_E
145,7,52,164534,0.7089657167069464,0.61302833316478,0.5088330319833253,-7.767675935931254,0.3714336477344058,0.1285148112668965,0.188045695924575,0.1575036850641374,121-152,unknown
146,8,60,212470,0.673186436082878,0.4747325756517439,0.4761805916195497,-8.41183505039129,0.4830285149444039,0.2508805986222551,0.102249248825512,0.1852555484093234,121-152,region_K
147,8,49,265013,0.0602212880640831,0.6528415324724679,0.7035896431230034,-9.306453114167637,0.7055264774249205,0.1862507017471543,0.1200496927323155,0.1452852373556547,121-152,region_E
148,10,38,81144,0.1322156148871286,0.2428335902799961,0.2306967167291985,-4.986420374642253,0.6439623393624914,0.3920460449990248,0.1866865602471164,0.2256108521996475,77-96,region_C
149,1,21,329202,0.169064173992442,0.5634037188002614,0.5573957143531626,-15.22189717547461,0.6785660983531346,0.6084085970214536,0.0613842083640444,0.1184049610472777,97-120,unknown
150,8,61,181518,0.197906534128918,0.4337887395824887,0.2178817965148987,-1.8866303268208864,0.7158404026571371,0.11198523503725,0.2706041333567511,0.155309146158926,121-152,unknown
151,10,9,55429,0.7983660039215644,0.0567955724453608,0.2245845917819869,-15.910913392635091,0.3702345139774728,0.2259595504759566,0.2114282291182871,1.0,153-176,region_H
152,10,63,194625,0.118303178023433,0.5451077285319944,0.5307726650147212,-1.990477618199712,0.8119560271930226,0.3075926584758816,0.1790446512443198,0.1949546211296501,121-152,region_D
153,1,33,246014,0.1356286444379501,0.2528375112497312,0.3127666215015559,-12.280934316316216,0.5609568506800507,0.1604542371933693,0.176213036414411,0.1537179007639084,153-176,region_T
154,7,42,320255,0.7249463808482111,0.2999393066396109,0.5760434317738118,-4.578981189807121,0.4375712642548485,0.2283537448927642,0.1999861489612235,0.124622362176405,121-152,unknown
155,2,17,227920,0.3555757916034952,0.5750868585309974,0.7072104257368355,-8.157554346010109,0.5155933321431687,0.2182031176148499,0.1718471470208921,0.1272034128776657,97-120,region_E
156,8,28,179414,0.6481572147741353,0.7147587572833867,0.6115177273531882,-3.1365524416161854,0.6294672724359808,0.2815701014140406,0.2352172456324539,0.1804405843281962,153-176,region_I
